ticker,report_id,directory_year,passage_id,heading_text,word_count,body_present,first_page_number,passage_type,constituent_block_types,text_excerpt,category,rule_evidence,suggested_action
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,30a499cb-f056-4d19-89fe-b31eb911ab29,bi,1,False,100,HEADING_WITH_BODY,,bi,short_fragment_invalid,"heading_text='bi', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,a47a89b5-620e-4018-8013-64f12177d2bf,bl,1,False,100,HEADING_WITH_BODY,,bl,short_fragment_invalid,"heading_text='bl', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,1bec8fae-6e42-4f4e-9772-f272fb7332f5,de,1,False,100,HEADING_WITH_BODY,,de,short_fragment_invalid,"heading_text='de', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,d73c5588-a1d6-486d-a1e2-939ba0f62821,en,1,False,100,HEADING_WITH_BODY,,en,short_fragment_invalid,"heading_text='en', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,3013cd06-06ff-4b1e-8f4b-7ef509f74a66,en,1,False,100,HEADING_WITH_BODY,,en,short_fragment_invalid,"heading_text='en', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,56db998e-16fc-4334-9a16-44ac8767287c,ep,1,False,100,HEADING_WITH_BODY,,ep,short_fragment_invalid,"heading_text='ep', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,1b3f12c1-ac07-45c7-8859-3d0a37ad41ec,er,1,False,100,HEADING_WITH_BODY,,er,short_fragment_invalid,"heading_text='er', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,19446be6-46dd-4b98-b5c8-35bf0613906c,go,1,False,100,HEADING_WITH_BODY,,go,short_fragment_invalid,"heading_text='go', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,522b896c-1737-41ce-a0d0-42651d772ab0,ie,1,False,100,HEADING_WITH_BODY,,ie,short_fragment_invalid,"heading_text='ie', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,135a9c42-0175-4d70-8c03-ade70a344183,il,1,False,100,HEADING_WITH_BODY,,il,short_fragment_invalid,"heading_text='il', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,24504d89-dcc3-4f55-b82b-453b2465d484,io,1,False,100,HEADING_WITH_BODY,,io,short_fragment_invalid,"heading_text='io', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,b4ef4ff1-7f16-47c4-a075-cfecf3e349ac,ks,1,False,100,HEADING_WITH_BODY,,ks,short_fragment_invalid,"heading_text='ks', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,acb0836f-f7ce-4383-ab6d-6ef7f236b333,le,1,False,100,HEADING_WITH_BODY,,le,short_fragment_invalid,"heading_text='le', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,1eaf9111-a004-4ce4-909d-caf07c98c25c,nc,1,False,100,HEADING_WITH_BODY,,nc,short_fragment_invalid,"heading_text='nc', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,609d377f-c89e-48ef-8b93-38499fb08235,ns,1,False,100,HEADING_WITH_BODY,,ns,short_fragment_invalid,"heading_text='ns', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,fc1c1473-0163-4563-af32-e41204fd423b,oc,1,False,100,HEADING_WITH_BODY,,oc,short_fragment_invalid,"heading_text='oc', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,5139a92e-4b56-42f8-9828-c96adde934e4,on,1,False,100,HEADING_WITH_BODY,,on,short_fragment_invalid,"heading_text='on', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,c037ea5b-87c5-42ac-af81-c472cb6aeb01,re,1,False,100,HEADING_WITH_BODY,,re,short_fragment_invalid,"heading_text='re', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,0d39d576-ad45-4ce8-b8f0-25f24933b9e2,rn,1,False,100,HEADING_WITH_BODY,,rn,short_fragment_invalid,"heading_text='rn', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,385a5d5b-6278-4ee3-91bc-1cfe89c1664b,si,1,False,100,HEADING_WITH_BODY,,si,short_fragment_invalid,"heading_text='si', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,0510d8d6-e466-425e-a6a9-56c9024dad67,sp,1,False,100,HEADING_WITH_BODY,,sp,short_fragment_invalid,"heading_text='sp', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,0d35f7bc-95c6-41b8-b77b-8b9cd02e33d0,sp,1,False,100,HEADING_WITH_BODY,,sp,short_fragment_invalid,"heading_text='sp', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,08c9390c-a05b-4dde-9d88-b4466f5a393e,ul,1,False,100,HEADING_WITH_BODY,,ul,short_fragment_invalid,"heading_text='ul', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,a2e273fa-f035-4178-8fcc-56a7038a339c,un,1,False,100,HEADING_WITH_BODY,,un,short_fragment_invalid,"heading_text='un', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,923373ad-e6a8-4ca5-96c9-020a5c297d8f,2017,96bfae42-743d-4a04-97f3-3626e9c36290,ve,1,False,100,HEADING_WITH_BODY,,ve,short_fragment_invalid,"heading_text='ve', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,e91f1b48-b5c8-4cc2-b58f-a30606092a90,En,1,False,32,HEADING_WITH_BODY,,En,short_fragment_invalid,"heading_text='En', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,eb926223-1eaa-4552-bd92-732d7492d4ff,En,1,False,33,HEADING_WITH_BODY,,En,short_fragment_invalid,"heading_text='En', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,a9f9d771-f1aa-4f99-8704-fa1cd7b032bb,Et,1,False,79,HEADING_WITH_BODY,,Et,short_fragment_invalid,"heading_text='Et', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,b31e6d5c-0530-42c7-bf8a-3669dd9ffebb,He,1,False,32,HEADING_WITH_BODY,,He,short_fragment_invalid,"heading_text='He', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,9e7159d5-d21a-4eb2-9bc9-70ff8bfcb0ef,In,1,False,78,HEADING_WITH_BODY,,In,short_fragment_invalid,"heading_text='In', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,cca22414-21c6-4a4b-be2f-3eb1d14f361c,Ri,1,False,78,HEADING_WITH_BODY,,Ri,short_fragment_invalid,"heading_text='Ri', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,acdb4c09-e8a2-4594-98aa-ff8f6fb69ec0,St,1,False,78,HEADING_WITH_BODY,,St,short_fragment_invalid,"heading_text='St', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,36b3a953-10e0-4916-9c34-493e5a1238b1,Su,1,False,33,HEADING_WITH_BODY,,Su,short_fragment_invalid,"heading_text='Su', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,7e511dbd-105b-45d4-8123-2781470d2ff1,ab,1,False,32,HEADING_WITH_BODY,,ab,short_fragment_invalid,"heading_text='ab', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,9efe05dd-48b5-4948-9bc6-bff3856003f9,al,1,False,32,HEADING_WITH_BODY,,al,short_fragment_invalid,"heading_text='al', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,79ea6309-3690-42e2-b37a-8d417623fda2,al,1,False,79,HEADING_WITH_BODY,,al,short_fragment_invalid,"heading_text='al', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,d9962482-500e-4d79-b678-4bc309b175a7,ar,1,False,32,HEADING_WITH_BODY,,ar,short_fragment_invalid,"heading_text='ar', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,54dbd874-c7bd-48b5-bb8a-432612f69125,at,1,False,32,HEADING_WITH_BODY,,at,short_fragment_invalid,"heading_text='at', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,e0ed65f3-839f-425d-a080-1fa612943b57,at,1,False,79,HEADING_WITH_BODY,,at,short_fragment_invalid,"heading_text='at', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,55e71998-9765-4c87-902e-d38e31ce2949,bu,1,False,32,HEADING_WITH_BODY,,bu,short_fragment_invalid,"heading_text='bu', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,4993df18-0a3c-4429-a683-e161fd883c33,ca,1,False,32,HEADING_WITH_BODY,,ca,short_fragment_invalid,"heading_text='ca', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
ACT,daf738d9-6e52-4e0d-ac1f-20405909e34b,2018,64f4a51d-7190-4f24-b56b-7db48580bda6,ce,1,False,33,HEADING_WITH_BODY,,ce,short_fragment_invalid,"heading_text='ce', word_count=1, passage_type=HEADING_WITH_BODY -- isolated token with no body, the same failure signature as the fixed one-character DECORATIVE_OR_FRAGMENT rule in block_classification.py, just one character wider. Lowercase/mixed-case: matches the corpus's observed mid-word bigram-fragment pattern (e.g. 'rs', 'er', 'nt', 'te') -- no plausible legitimate reading.",EXCLUDE
