ticker,report_pair_id,status,language_signal_quality,primary_eligible,net_tone_earlier,net_tone_later,net_tone_change,uncertainty_rate_change,negative_rate_change,positive_rate_change,risk_language_introduction,risk_language_removal,governance_language_change,financial_condition_language_change,forward_looking_caution_change,analyzed_word_coverage,primary_narrative_coverage,dictionary_match_rate,configuration_hash,warning_reasons,exclusion_reasons
BEL,9586003a-ee0f-45b8-83ed-1eeb58a36532,COMPLETED_WITH_WARNINGS,USABLE,True,5.340689007570868,4.282373958962772,-1.0583150486080957,0.4882473758909409,-0.4859468787107897,-1.5442619273188853,0.2612330198537095,0.397456279809221,0.0321961673047797,0.554361999609233,0.13568693170366686,1.0,0.9859324069308629,0.052979581652596995,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[alignment-change] alignment run completed with warnings: 118 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.74 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
BEL,f61ef31c-7a51-4fcc-8d4b-e9c04f9db807,COMPLETED_WITH_WARNINGS,USABLE,True,2.9798495488549452,2.0422490267406985,-0.9376005221142467,-0.16717520903604832,-0.5468781148264181,-1.4844786369406648,0.0,0.0,0.064427157037374,0.017091797398669062,-0.19051085865902095,1.0,0.9872288569339508,0.05605499178912796,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[alignment-change] alignment run completed with warnings: 135 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.77 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
BEL,99605b80-c80b-483a-9156-3405eb9a5c71,COMPLETED_WITH_WARNINGS,USABLE,True,0.45637472513794997,3.4225503768650984,2.9661756517271485,2.175312159999283,1.3826489776994908,4.348824629426639,1.5739769150052465,0.8511782098378281,0.26892929381424713,0.14944292269544635,2.0236627017887923,1.0,0.9893090426617677,0.05687912680231775,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,[alignment-change] alignment run completed with warnings: 82 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
BEL,797dd800-261d-4097-8bc9-86a0d1d27555,COMPLETED_WITH_WARNINGS,USABLE,True,3.4225503768650984,2.9798495488549452,-0.4427008280101532,-2.4952280939349896,-1.7088635483682229,-2.151564376378376,0.45248868778280543,0.0,-0.6076996398276666,0.2782942082536226,-2.4800650923409826,1.0,0.9869165710828491,0.05845147513954023,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,[alignment-change] alignment run completed with warnings: 64 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
BEL,f2bf4ba7-cd10-4079-b827-e8a9ee1af1f3,COMPLETED_WITH_WARNINGS,USABLE,True,4.282373958962772,0.45637472513794997,-3.825999233824822,-0.02653165251050993,2.63711883872471,-1.188880395100112,0.5886392622387914,1.2944983818770226,-1.069741383444728,0.14139950520108524,0.2876593135345118,1.0,0.9884217947870536,0.05346068692114201,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[alignment-change] alignment run completed with warnings: 116 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.67 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
KP2,393f45ef-e61e-47f4-8ea5-f299cb518d79,COMPLETED_WITH_WARNINGS,USABLE,True,-3.811248447074183,-4.2387395101901015,-0.42749106311591856,0.9669371594439049,0.8778197611568981,0.4503286980409795,1.2031990940618587,1.7573504562352147,-0.09578932522630934,0.20707991547448845,1.3179018832058986,1.0,0.9767763005372496,0.0489474857488615,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,[report-side] earlier dictionary match rate 0.048 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] alignment run completed with warnings: 143 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
KP2,6b6ff484-ea7d-4b87-9768-2d51318ec849,COMPLETED_WITH_WARNINGS,USABLE,True,-3.671408903166589,-4.37375745526839,-0.7023485521018014,0.738418334805413,0.7368421688257225,0.03449361672392115,2.386634844868735,1.3187927973624145,-0.048617844581651415,-0.05643740852061141,1.1786358511760646,1.0,0.9590375138386777,0.04506903456445847,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,[report-side] earlier dictionary match rate 0.043 is borderline (< 0.05) -- plausible but worth spot-checking; [report-side] later dictionary match rate 0.047 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] alignment run completed with warnings: 84 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
KP2,5b757eb0-ecd2-4b0a-a06b-2289156a8aca,COMPLETED_WITH_WARNINGS,USABLE,True,-4.37375745526839,-4.809550392923089,-0.43579293765469895,-1.2030810134018939,0.3871172795275779,-0.048675658127121046,1.4257376642697743,2.5337302844112246,-0.2815075877879969,0.07007192707351706,-1.83678659305766,1.0,0.9676736539251952,0.04572971560472105,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,[report-side] earlier dictionary match rate 0.047 is borderline (< 0.05) -- plausible but worth spot-checking; [report-side] later dictionary match rate 0.044 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] alignment run completed with warnings: 106 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
KP2,4304dbf2-4d9f-4c85-91dc-6913ab4f6739,COMPLETED_WITH_WARNINGS,USABLE,True,-4.809550392923089,-3.98716977769858,0.8223806152245094,0.9398184667452227,-0.5869596906366255,0.235420924587884,2.2789090641770198,0.856841550224097,-0.09945606230680104,-0.030221534667455696,1.0169529676340865,1.0,0.9750164023202774,0.045250798093322255,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,[report-side] earlier dictionary match rate 0.044 is borderline (< 0.05) -- plausible but worth spot-checking; [report-side] later dictionary match rate 0.046 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] alignment run completed with warnings: 67 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
KP2,3be59506-3d38-4040-a4fa-da7bd764ab81,COMPLETED_WITH_WARNINGS,USABLE,True,-3.98716977769858,-3.811248447074183,0.17592133062439697,-0.2797968786402709,-0.2380232136646505,-0.06210188304025355,2.4744198488597604,2.175870348139256,-0.04645645792357578,0.009404984394268734,-0.6283544555734117,1.0,0.9801313543983038,0.04685825621042377,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[report-side] earlier dictionary match rate 0.046 is borderline (< 0.05) -- plausible but worth spot-checking; [report-side] later dictionary match rate 0.048 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] alignment run completed with warnings: 89 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.60 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
SBP,0594cd10-bac7-4150-8f96-6d1218bd03eb,COMPLETED_WITH_WARNINGS,USABLE,True,5.050782322261872,5.160581937963218,0.10979961570134567,-0.6587976942080704,0.4940982706560524,0.603897886357398,0.0,0.0,0.10979961570134522,0.05489980785067239,-0.7136975020587428,1.0,0.9901514954655303,0.047268734559429045,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[report-side] earlier dictionary match rate 0.047 is borderline (< 0.05) -- plausible but worth spot-checking; [report-side] later dictionary match rate 0.048 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] alignment run completed with warnings: 18 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.83 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
SBP,d1b5fcd2-1fa7-4511-8a01-e5743baa9bc3,COMPLETED_WITH_WARNINGS,NEEDS_REVIEW,False,4.06645753456489,5.050782322261872,0.9843247876969823,0.5776280061862593,-1.1650884805730293,-0.180763692876047,0.0,0.0,0.07913175510577908,-1.1050603532716843,0.9082834191258442,1.0,0.9916873151626568,0.04787038866465325,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,[report-side] earlier dictionary match rate 0.049 is borderline (< 0.05) -- plausible but worth spot-checking; [report-side] later dictionary match rate 0.047 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] collision-flagged word share 0.89 exceeds tolerance (0.85); [alignment-change] alignment run completed with warnings: 11 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,[alignment-change] alignment-change quality is NEEDS_REVIEW
SDL,60caa2a3-661d-4ee2-92ef-539768f8068c,COMPLETED_WITH_WARNINGS,USABLE,True,-3.1237575964105186,-2.1974306964164985,0.9263268999940202,-0.4571296383019341,0.8766355565831763,1.8029624565771964,0.29806259314456035,0.3477051460361613,-0.47286459035957984,0.0919328254447942,-0.7109337429681872,1.0,0.9654307580928742,0.05105359920803281,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[report-side] earlier dictionary match rate 0.050 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] alignment run completed with warnings: 54 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.65 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
SUR,2c91bda6-fee7-4796-852e-7ccebc4e8add,COMPLETED_WITH_WARNINGS,USABLE,True,5.611370585665805,11.526607120392502,5.915236534726697,0.5393520863273267,-1.0347948997073342,4.880441635019363,0.15432098765432098,0.12572290671360323,-0.17916511450223327,-0.46705641766215944,0.4708031915213118,1.0,0.9284711785674363,0.05654109199603619,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[alignment-change] alignment run completed with warnings: 330 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.71 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
SUR,bbd302a8-7777-42b1-afaa-d7bae792b638,COMPLETED_WITH_WARNINGS,USABLE,True,3.0938689560217068,5.611370585665805,2.517501629644098,-2.618553429244951,-0.886460096520084,1.631041533124014,0.0,0.16173378618793466,0.09154108041100528,-0.07056622717653616,-2.756923943313664,1.0,0.9239437347755013,0.05641736147191502,c994ae70cb5addaa515d9d18c0ce10643b3ca8a0c91e6bc6d880d407812b4684,"[alignment-change] alignment run completed with warnings: 361 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.77 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
